priority,report,source,reasons
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0630-Postwar-Introduction-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P2:知识要素含噪声词:section"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0631-Utility-Furniture-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0632-Notes-Utility-Furniture-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0633-Modern-World-Itself-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0634-Notes-Modern-World-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0635-Populuxe-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0636-Notes-Populuxe-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0637-All-That-Glitters-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0638-Guide-Postwar-Design-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0639-Section-5-Postmodernism-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0640-Postmodern-Introduction-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P2:知识要素含噪声词:section"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0641-commercial-landscape-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0642-Notes-Commercial-Landscape-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0643-Ecstasy-Communication-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0644-Notes-Communication-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0645-No-Kitsch-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0646-Notes-Kitsch-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0647-Deconstruction-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0648-Notes-Deconstruction-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0649-Philippe-Starck-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0650-Notes-Starck-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0651-Fabricating-Identities-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0653-Changing-Times-Styles-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0654-Notes-Guide-Identity-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0655-Section-6-Environment-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0656-Environment-Introduction-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P2:知识要素含噪声词:section"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0657-Spaceship-Earth-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0658-Notes-Spaceship-Earth-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0659-DIY-Social-Costs-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0660-Notes-Material-Risk-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0661-Green-Consumer-Introduction-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0662-Green-Consumer-Guide-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0663-Notes-Green-Consumer-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0664-Hannover-Principles-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0665-Notes-Guide-Sustainability-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0666-Part-II-Methods-Themes-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0667-Methods-Introduction-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P2:知识要素含噪声词:section"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0668-Section-7-Design-History-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0669-Design-History-Introduction-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0670-Taking-Stock-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0671-Notes-Taking-Stock-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0672-State-Design-History-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0673-Notes-State-Design-History-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0674-Design-History-History-01-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0675-Notes-Design-History-01-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0676-Design-History-History-02-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0677-Notes-Design-History-02-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0678-Design-History-Design-Studies-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0679-Notes-Design-Studies-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0680-Resisting-Colonization-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0681-Notes-Guide-Design-History-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0682-Section-8-Objects-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0683-Objects-Introduction-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P2:知识要素含噪声词:section"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0684-Object-as-Image-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0685-Notes-Object-Image-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0686-Cherished-Objects-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0687-Notes-Cherished-Objects-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0688-History-Craft-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0689-Notes-Craft-History-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0690-Shaker-Furniture-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0691-Notes-Guide-Objects-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0692-Section-9-Gender-Design-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0693-Gender-Introduction-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P2:知识要素含噪声词:section"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0694-Feminist-Critiques-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0695-Notes-Feminist-Critiques-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0696-Architects-Wife-OCR-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0697-Penny-Sparke-1995-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0698-Notes-Penny-Sparke-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0715-Branzis-Dilemma-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0716-Designing-the-Artificial-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0718-Information-Reality-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0719-Veblen-Chicago-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0720-Adolf-Loos-Aphoristic-Style-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0722-Domestication-Everyday-Technology-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0723-Environmental-Industrial-Design-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0725-Simulated-Seas-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0728-Typography-Screen-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0731-History-from-Things-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0732-Olympus-Marketplace-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0734-Softening-Facts-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
