action,report,b_number,declared_sources,suggested_source,suggestion_score,suggestion_confidence,flags,rationale
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0591-Aynsley-Forde-Modern-Magazine-report.md",B0591,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/91-INTRODUCTION TO DESIGN AND THEMODERN MAGAZINE.md",0.111,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0592-Notes-Guide-Modern-Magazine-report.md",B0592,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/11-GUIDE TO FURTHER READING.md",0.143,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0593-Section-12-Spatial-Scales-report.md",B0593,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_30_body_SECTION_4.md",0.059,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0594-Global-Scales-Introduction-OCR-report.md",B0594,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/04-INTRODUCTION.md",0.200,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0595-Finding-Poland-OCR-report.md",B0595,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/95-FINDING POLAND IN THE MARGINSTHE CASE OF THE ZAKOPANE STYLED.md",0.222,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0596-Zakopane-Introduction-report.md",B0596,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/04-INTRODUCTION.md",0.333,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0597-Warsaw-Zakopane-report.md",B0597,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/95-FINDING POLAND IN THE MARGINSTHE CASE OF THE ZAKOPANE STYLED.md",0.111,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0598-Notes-Zakopane-report.md",B0598,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/95-FINDING POLAND IN THE MARGINSTHE CASE OF THE ZAKOPANE STYLED.md",0.111,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0599-Section-2-Introduction-OCR-report.md",B0599,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/04-INTRODUCTION.md",0.250,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0600-Furniture-Colonialism-OCR-report.md",B0600,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/96-FURNITURE DESIGN AND COLONIALISMNEGOTIATING RELATIONSHIPS BE.md",0.125,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0601-Notes-Furniture-Colonialism-report.md",B0601,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/96-FURNITURE DESIGN AND COLONIALISMNEGOTIATING RELATIONSHIPS BE.md",0.125,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0602-Notes-Regional-Design-report.md",B0602,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/58-DESIGN HISTORY AND THE HISTORY OF DESIGN.md",0.143,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0603-Land-Rover-Colonial-Style-OCR-report.md",B0603,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/98-LAND ROVER AND COLONIAL-STYLE ADVENTUREJeanne van Eeden (200.md",0.364,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0604-Land-Rover-Introduction-report.md",B0604,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/04-INTRODUCTION.md",0.250,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0605-Land-Rover-Advertising-report.md",B0605,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/98-LAND ROVER AND COLONIAL-STYLE ADVENTUREJeanne van Eeden (200.md",0.182,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0606-Notes-Land-Rover-report.md",B0606,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/98-LAND ROVER AND COLONIAL-STYLE ADVENTUREJeanne van Eeden (200.md",0.182,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0607-Swoosh-Identity-OCR-report.md",B0607,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/99-SWOOSH IDENTITY RECONTEXTUALIZATIONSIN HAITI AND ROMANIA.md",0.250,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0608-Swoosh-Introduction-report.md",B0608,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/04-INTRODUCTION.md",0.333,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0609-Notes-Swoosh-01-report.md",B0609,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/99-SWOOSH IDENTITY RECONTEXTUALIZATIONSIN HAITI AND ROMANIA.md",0.125,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0610-Swoosh-Romania-Haiti-report.md",B0610,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/99-SWOOSH IDENTITY RECONTEXTUALIZATIONSIN HAITI AND ROMANIA.md",0.429,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0611-Notes-Guide-Global-Design-report.md",B0611,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_12_bibliography_NOTES___GUIDE_TO_FURTHER_READI.md",0.158,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0612-Illustrations-Contributors-OCR-report.md",B0612,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/101-ILLUSTRATIONS.md",0.200,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0613-Bibliography-Index-Craft-report.md",B0613,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_153_bibliography_BIBLIOGRAPHY___INDEX___CRAFT_A.md",0.176,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0614-Ideal-Book-OCR-Preface-report.md",B0614,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_15_preface_THE_IDEAL_BOOK_William_Morris_.md",0.158,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0615-Notes-Ideal-Book-report.md",B0615,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/16-THE IDEAL BOOKWilliam Morris (1893).md",0.125,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0616-Eidelberg-Colonna-reference-report.md",B0616,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_17_body_10._Eidelberg,__Colonna,__p._3.md",0.118,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0617-Art-Craft-Machine-OCR-report.md",B0617,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/19-THE ART AND CRAFT OF THE MACHINE.md",0.429,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0618-Guide-Machine-Modernism-report.md",B0618,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/11-GUIDE TO FURTHER READING.md",0.167,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0619-Section-3-Introduction-report.md",B0619,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/04-INTRODUCTION.md",0.333,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0620-Notes-Modernism-01-report.md",B0620,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/22-INTRODUCTION TO MODERNISM IN DESIGNPaul Greenhalgh (1990).md",0.143,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0621-Ornament-Crime-OCR-report.md",B0621,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/23-ORNAMENT AND CRIME.md",0.400,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0622-Notes-Ornament-report.md",B0622,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/23-ORNAMENT AND CRIME.md",0.200,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0623-Coloristes-Le-Corbusier-report.md",B0623,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_24_body_THE_COLORISTES_AND_CHARLES-EDO.md",0.053,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0624-Notes-Coloristes-report.md",B0624,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_06_bibliography_NOTES.md",0.062,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0625-Workshop-Laboratory-OCR-report.md",B0625,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/27-FROM WORKSHOP TO LABORATORY, FROMTHE BAUHAUS REASSESSED.md",0.250,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0626-Notes-Bauhaus-report.md",B0626,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/27-FROM WORKSHOP TO LABORATORY, FROMTHE BAUHAUS REASSESSED.md",0.125,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0627-Search-American-Design-report.md",B0627,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_28_body_THE_SEARCH_FOR_AN_AMERICAN_DES.md",0.167,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0628-Notes-Guide-American-Design-report.md",B0628,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_12_bibliography_NOTES___GUIDE_TO_FURTHER_READI.md",0.158,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0629-Section-4-Postwar-report.md",B0629,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_30_body_SECTION_4.md",0.062,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0630-Postwar-Introduction-OCR-report.md",B0630,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/04-INTRODUCTION.md",0.250,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0631-Utility-Furniture-OCR-report.md",B0631,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/31-UTILITY FURNITURE AND THE MYTH OFUTILITY 1943-1948.md",0.200,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0632-Notes-Utility-Furniture-report.md",B0632,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/31-UTILITY FURNITURE AND THE MYTH OFUTILITY 1943-1948.md",0.200,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0633-Modern-World-Itself-report.md",B0633,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/25-THE MODERN MOVEMENT BEFORENINETEEN-FOURTEEN, FROMPIONEERS OF.md",0.111,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0634-Notes-Modern-World-report.md",B0634,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/25-THE MODERN MOVEMENT BEFORENINETEEN-FOURTEEN, FROMPIONEERS OF.md",0.111,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0635-Populuxe-OCR-report.md",B0635,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_36_body_21_POPULUXE_Thomas_Hine_(1987).md",0.053,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0636-Notes-Populuxe-report.md",B0636,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_06_bibliography_NOTES.md",0.062,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0637-All-That-Glitters-OCR-report.md",B0637,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/35-ALL THAT GLITTERS IS NOT STAINLESSReyner Banham (1966).md",0.333,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0638-Guide-Postwar-Design-report.md",B0638,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/11-GUIDE TO FURTHER READING.md",0.167,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0639-Section-5-Postmodernism-report.md",B0639,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_30_body_SECTION_4.md",0.062,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0640-Postmodern-Introduction-OCR-report.md",B0640,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/04-INTRODUCTION.md",0.250,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0641-commercial-landscape-report.md",B0641,,,,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0642-Notes-Commercial-Landscape-report.md",B0642,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_06_bibliography_NOTES.md",0.059,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0643-Ecstasy-Communication-OCR-report.md",B0643,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/39-THE ECSTASY OF COMMUNICATIONJean Baudrillard (1987).md",0.125,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0644-Notes-Communication-report.md",B0644,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_06_bibliography_NOTES.md",0.062,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0645-No-Kitsch-OCR-report.md",B0645,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/40-THERE IS NO KITSCH, THERE IS ONLY DESIGN!.md",0.167,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0646-Notes-Kitsch-report.md",B0646,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/40-THERE IS NO KITSCH, THERE IS ONLY DESIGN!.md",0.167,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0647-Deconstruction-OCR-report.md",B0647,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/41-DECONSTRUCTION AND GRAPHIC DESIGNHISTORY MEETS THEORY.md",0.125,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0648-Notes-Deconstruction-report.md",B0648,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/41-DECONSTRUCTION AND GRAPHIC DESIGNHISTORY MEETS THEORY.md",0.125,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0649-Philippe-Starck-OCR-report.md",B0649,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/42-WHAT WAS PHILIPPE STARCK THINKING OFPeter Lloyd and Dirk Sne.md",0.167,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0650-Notes-Starck-report.md",B0650,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/42-WHAT WAS PHILIPPE STARCK THINKING OFPeter Lloyd and Dirk Sne.md",0.083,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0651-Fabricating-Identities-OCR-report.md",B0651,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/43-FABRICATING IDENTITIES SURVIVAL ANDTHE IMAGINATION IN JAMAIC.md",0.250,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0652-Identity-Introduction-report.md",B0652,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/04-INTRODUCTION.md",0.333,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0653-Changing-Times-Styles-report.md",B0653,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_54_body_CHANGING_TIMES,_CHANGING_STYLE.md",0.111,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0654-Notes-Guide-Identity-report.md",B0654,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/11-GUIDE TO FURTHER READING.md",0.167,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0655-Section-6-Environment-report.md",B0655,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_30_body_SECTION_4.md",0.062,low,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0656-Environment-Introduction-OCR-report.md",B0656,,"00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/04-INTRODUCTION.md",0.250,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
